;paper;study;subject;species;distribution_inequality;effort_inequality;effort;partner_present;session;trial;sex
11604;4;3;16_10;squirrel monkeys;n;n;y;y;1;2;M
11605;4;3;16_10;squirrel monkeys;n;n;y;y;1;3;M
11606;4;3;16_10;squirrel monkeys;n;n;y;y;1;4;M
11607;4;3;16_10;squirrel monkeys;n;n;y;y;1;5;M
11608;4;3;16_10;squirrel monkeys;n;n;y;y;1;6;M
11609;4;3;16_10;squirrel monkeys;n;n;y;y;1;7;M
11610;4;3;16_10;squirrel monkeys;n;n;y;y;1;8;M
11611;4;3;16_10;squirrel monkeys;n;n;y;y;1;9;M
11612;4;3;16_10;squirrel monkeys;n;n;y;y;1;10;M
11613;4;3;16_10;squirrel monkeys;n;n;y;y;1;11;M
11614;4;3;16_10;squirrel monkeys;n;n;y;y;1;12;M
11615;4;3;16_10;squirrel monkeys;n;n;y;y;1;13;M
11616;4;3;16_10;squirrel monkeys;n;n;y;y;1;14;M
11617;4;3;16_10;squirrel monkeys;n;n;y;y;1;15;M
11618;4;3;16_10;squirrel monkeys;n;n;y;y;1;16;M
11619;4;3;16_10;squirrel monkeys;n;n;y;y;1;17;M
11620;4;3;16_10;squirrel monkeys;n;n;y;y;1;18;M
11621;4;3;16_10;squirrel monkeys;n;n;y;y;1;19;M
11622;4;3;16_10;squirrel monkeys;n;n;y;y;1;20;M
11623;4;3;16_10;squirrel monkeys;y;n;y;y;2;1;M
11624;4;3;16_10;squirrel monkeys;y;n;y;y;2;2;M
11625;4;3;16_10;squirrel monkeys;y;n;y;y;2;3;M
11626;4;3;16_10;squirrel monkeys;y;n;y;y;2;4;M
11627;4;3;16_10;squirrel monkeys;y;n;y;y;2;5;M
11628;4;3;16_10;squirrel monkeys;y;n;y;y;2;6;M
11629;4;3;16_10;squirrel monkeys;y;n;y;y;2;7;M
11630;4;3;16_10;squirrel monkeys;y;n;y;y;2;8;M
11631;4;3;16_10;squirrel monkeys;y;n;y;y;2;9;M
11632;4;3;16_10;squirrel monkeys;y;n;y;y;2;10;M
11633;4;3;16_10;squirrel monkeys;y;n;y;y;2;11;M
11634;4;3;16_10;squirrel monkeys;y;n;y;y;2;12;M
11635;4;3;16_10;squirrel monkeys;y;n;y;y;2;13;M
11636;4;3;16_10;squirrel monkeys;y;n;y;y;2;14;M
11637;4;3;16_10;squirrel monkeys;y;n;y;y;2;15;M
11638;4;3;16_10;squirrel monkeys;y;n;y;y;2;16;M
11639;4;3;16_10;squirrel monkeys;y;n;y;y;2;17;M
11640;4;3;16_10;squirrel monkeys;y;n;y;y;2;18;M
11641;4;3;16_10;squirrel monkeys;y;n;y;y;2;19;M
11642;4;3;16_10;squirrel monkeys;y;n;y;y;2;20;M
11643;4;3;16_10;squirrel monkeys;n;n;y;y;3;1;M
11644;4;3;16_10;squirrel monkeys;n;n;y;y;3;2;M
11645;4;3;16_10;squirrel monkeys;n;n;y;y;3;3;M
11646;4;3;16_10;squirrel monkeys;n;n;y;y;3;4;M
11647;4;3;16_10;squirrel monkeys;n;n;y;y;3;5;M
11648;4;3;16_10;squirrel monkeys;n;n;y;y;3;6;M
11649;4;3;16_10;squirrel monkeys;n;n;y;y;3;7;M
11650;4;3;16_10;squirrel monkeys;n;n;y;y;3;8;M
11651;4;3;16_10;squirrel monkeys;n;n;y;y;3;9;M
11652;4;3;16_10;squirrel monkeys;n;n;y;y;3;10;M
11653;4;3;16_10;squirrel monkeys;n;n;y;y;3;11;M
11654;4;3;16_10;squirrel monkeys;n;n;y;y;3;12;M
11655;4;3;16_10;squirrel monkeys;n;n;y;y;3;13;M
11656;4;3;16_10;squirrel monkeys;n;n;y;y;3;14;M
11657;4;3;16_10;squirrel monkeys;n;n;y;y;3;15;M
11658;4;3;16_10;squirrel monkeys;n;n;y;y;3;16;M
11659;4;3;16_10;squirrel monkeys;n;n;y;y;3;17;M
11660;4;3;16_10;squirrel monkeys;n;n;y;y;3;18;M
11661;4;3;16_10;squirrel monkeys;n;n;y;y;3;19;M
11662;4;3;16_10;squirrel monkeys;n;n;y;y;3;20;M
11663;4;3;16_10;squirrel monkeys;y;n;n;y;4;1;M
11664;4;3;16_10;squirrel monkeys;y;n;n;y;4;2;M
11665;4;3;16_10;squirrel monkeys;y;n;n;y;4;3;M
11666;4;3;16_10;squirrel monkeys;y;n;n;y;4;4;M
11667;4;3;16_10;squirrel monkeys;y;n;n;y;4;5;M
11668;4;3;16_10;squirrel monkeys;y;n;n;y;4;6;M
11669;4;3;16_10;squirrel monkeys;y;n;n;y;4;7;M
11670;4;3;16_10;squirrel monkeys;y;n;n;y;4;8;M
11671;4;3;16_10;squirrel monkeys;y;n;n;y;4;9;M
11672;4;3;16_10;squirrel monkeys;y;n;n;y;4;10;M
11673;4;3;16_10;squirrel monkeys;y;n;n;y;4;11;M
11674;4;3;16_10;squirrel monkeys;y;n;n;y;4;12;M
11675;4;3;16_10;squirrel monkeys;y;n;n;y;4;13;M
11676;4;3;16_10;squirrel monkeys;y;n;n;y;4;14;M
11677;4;3;16_10;squirrel monkeys;y;n;n;y;4;15;M
11678;4;3;16_10;squirrel monkeys;y;n;n;y;4;16;M
11679;4;3;16_10;squirrel monkeys;y;n;n;y;4;17;M
11680;4;3;16_10;squirrel monkeys;y;n;n;y;4;18;M
11681;4;3;16_10;squirrel monkeys;y;n;n;y;4;19;M
11682;4;3;16_10;squirrel monkeys;y;n;n;y;4;20;M
11683;4;3;16_11;squirrel monkeys;n;n;y;y;1;1;F
11684;4;3;16_11;squirrel monkeys;n;n;y;y;1;2;F
11685;4;3;16_11;squirrel monkeys;n;n;y;y;1;3;F
11686;4;3;16_11;squirrel monkeys;n;n;y;y;1;4;F
11687;4;3;16_11;squirrel monkeys;n;n;y;y;1;5;F
11688;4;3;16_11;squirrel monkeys;n;n;y;y;1;6;F
11689;4;3;16_11;squirrel monkeys;n;n;y;y;1;7;F
11690;4;3;16_11;squirrel monkeys;n;n;y;y;1;8;F
11691;4;3;16_11;squirrel monkeys;n;n;y;y;1;9;F
11692;4;3;16_11;squirrel monkeys;n;n;y;y;1;10;F
11693;4;3;16_11;squirrel monkeys;n;n;y;y;1;11;F
11694;4;3;16_11;squirrel monkeys;n;n;y;y;1;12;F
11695;4;3;16_11;squirrel monkeys;n;n;y;y;1;13;F
11696;4;3;16_11;squirrel monkeys;n;n;y;y;1;14;F
11697;4;3;16_11;squirrel monkeys;n;n;y;y;1;15;F
11698;4;3;16_11;squirrel monkeys;n;n;y;y;1;16;F
11699;4;3;16_11;squirrel monkeys;n;n;y;y;1;17;F
11700;4;3;16_11;squirrel monkeys;n;n;y;y;1;18;F
11701;4;3;16_11;squirrel monkeys;n;n;y;y;1;19;F
11702;4;3;16_11;squirrel monkeys;n;n;y;y;1;20;F
11703;4;3;16_11;squirrel monkeys;y;n;n;y;2;1;F
11704;4;3;16_11;squirrel monkeys;y;n;n;y;2;2;F
11705;4;3;16_11;squirrel monkeys;y;n;n;y;2;3;F
11706;4;3;16_11;squirrel monkeys;y;n;n;y;2;4;F
11707;4;3;16_11;squirrel monkeys;y;n;n;y;2;5;F
11708;4;3;16_11;squirrel monkeys;y;n;n;y;2;6;F
11709;4;3;16_11;squirrel monkeys;y;n;n;y;2;7;F
11710;4;3;16_11;squirrel monkeys;y;n;n;y;2;8;F
11711;4;3;16_11;squirrel monkeys;y;n;n;y;2;9;F
11712;4;3;16_11;squirrel monkeys;y;n;n;y;2;10;F
11713;4;3;16_11;squirrel monkeys;y;n;n;y;2;11;F
11714;4;3;16_11;squirrel monkeys;y;n;n;y;2;12;F
11715;4;3;16_11;squirrel monkeys;y;n;n;y;2;13;F
11716;4;3;16_11;squirrel monkeys;y;n;n;y;2;14;F
11717;4;3;16_11;squirrel monkeys;y;n;n;y;2;15;F
11718;4;3;16_11;squirrel monkeys;y;n;n;y;2;16;F
11719;4;3;16_11;squirrel monkeys;y;n;n;y;2;17;F
11720;4;3;16_11;squirrel monkeys;y;n;n;y;2;18;F
11721;4;3;16_11;squirrel monkeys;y;n;n;y;2;19;F
11722;4;3;16_11;squirrel monkeys;y;n;n;y;2;20;F
11723;4;3;16_11;squirrel monkeys;y;n;y;y;3;1;F
11724;4;3;16_11;squirrel monkeys;y;n;y;y;3;2;F
11725;4;3;16_11;squirrel monkeys;y;n;y;y;3;3;F
11726;4;3;16_11;squirrel monkeys;y;n;y;y;3;4;F
11727;4;3;16_11;squirrel monkeys;y;n;y;y;3;5;F
11728;4;3;16_11;squirrel monkeys;y;n;y;y;3;6;F
11729;4;3;16_11;squirrel monkeys;y;n;y;y;3;7;F
11730;4;3;16_11;squirrel monkeys;y;n;y;y;3;8;F
11731;4;3;16_11;squirrel monkeys;y;n;y;y;3;9;F
11732;4;3;16_11;squirrel monkeys;y;n;y;y;3;10;F
11733;4;3;16_11;squirrel monkeys;y;n;y;y;3;11;F
11734;4;3;16_11;squirrel monkeys;y;n;y;y;3;12;F
11735;4;3;16_11;squirrel monkeys;y;n;y;y;3;13;F
11736;4;3;16_11;squirrel monkeys;y;n;y;y;3;14;F
11737;4;3;16_11;squirrel monkeys;y;n;y;y;3;15;F
11738;4;3;16_11;squirrel monkeys;y;n;y;y;3;16;F
11739;4;3;16_11;squirrel monkeys;y;n;y;y;3;17;F
11740;4;3;16_11;squirrel monkeys;y;n;y;y;3;18;F
11741;4;3;16_11;squirrel monkeys;y;n;y;y;3;19;F
11742;4;3;16_11;squirrel monkeys;y;n;y;y;3;20;F
11743;4;3;16_11;squirrel monkeys;n;n;y;y;4;1;F
11744;4;3;16_11;squirrel monkeys;n;n;y;y;4;2;F
11745;4;3;16_11;squirrel monkeys;n;n;y;y;4;3;F
11746;4;3;16_11;squirrel monkeys;n;n;y;y;4;4;F
11747;4;3;16_11;squirrel monkeys;n;n;y;y;4;5;F
11748;4;3;16_11;squirrel monkeys;n;n;y;y;4;6;F
11749;4;3;16_11;squirrel monkeys;n;n;y;y;4;7;F
11750;4;3;16_11;squirrel monkeys;n;n;y;y;4;8;F
11751;4;3;16_11;squirrel monkeys;n;n;y;y;4;9;F
11752;4;3;16_11;squirrel monkeys;n;n;y;y;4;10;F
11753;4;3;16_11;squirrel monkeys;n;n;y;y;4;11;F
11754;4;3;16_11;squirrel monkeys;n;n;y;y;4;12;F
11755;4;3;16_11;squirrel monkeys;n;n;y;y;4;13;F
11756;4;3;16_11;squirrel monkeys;n;n;y;y;4;14;F
11757;4;3;16_11;squirrel monkeys;n;n;y;y;4;15;F
11758;4;3;16_11;squirrel monkeys;n;n;y;y;4;16;F
11759;4;3;16_11;squirrel monkeys;n;n;y;y;4;17;F
11760;4;3;16_11;squirrel monkeys;n;n;y;y;4;18;F
11761;4;3;16_11;squirrel monkeys;n;n;y;y;4;19;F
11762;4;3;16_11;squirrel monkeys;n;n;y;y;4;20;F
11763;4;3;16_12;squirrel monkeys;n;n;y;y;1;1;F
11764;4;3;16_12;squirrel monkeys;n;n;y;y;1;2;F
11765;4;3;16_12;squirrel monkeys;n;n;y;y;1;3;F
11766;4;3;16_12;squirrel monkeys;n;n;y;y;1;4;F
11767;4;3;16_12;squirrel monkeys;n;n;y;y;1;5;F
11768;4;3;16_12;squirrel monkeys;n;n;y;y;1;6;F
11769;4;3;16_12;squirrel monkeys;n;n;y;y;1;7;F
11770;4;3;16_12;squirrel monkeys;n;n;y;y;1;8;F
11771;4;3;16_12;squirrel monkeys;n;n;y;y;1;9;F
11772;4;3;16_12;squirrel monkeys;n;n;y;y;1;10;F
11773;4;3;16_12;squirrel monkeys;n;n;y;y;1;11;F
11774;4;3;16_12;squirrel monkeys;n;n;y;y;1;12;F
11775;4;3;16_12;squirrel monkeys;n;n;y;y;1;13;F
11776;4;3;16_12;squirrel monkeys;n;n;y;y;1;14;F
11777;4;3;16_12;squirrel monkeys;n;n;y;y;1;15;F
11778;4;3;16_12;squirrel monkeys;n;n;y;y;1;16;F
11779;4;3;16_12;squirrel monkeys;n;n;y;y;1;17;F
11780;4;3;16_12;squirrel monkeys;n;n;y;y;1;18;F
11781;4;3;16_12;squirrel monkeys;n;n;y;y;1;19;F
11782;4;3;16_12;squirrel monkeys;n;n;y;y;1;20;F
11783;4;3;16_12;squirrel monkeys;y;n;n;y;2;1;F
11784;4;3;16_12;squirrel monkeys;y;n;n;y;2;2;F
11785;4;3;16_12;squirrel monkeys;y;n;n;y;2;3;F
11786;4;3;16_12;squirrel monkeys;y;n;n;y;2;4;F
11787;4;3;16_12;squirrel monkeys;y;n;n;y;2;5;F
11788;4;3;16_12;squirrel monkeys;y;n;n;y;2;6;F
11789;4;3;16_12;squirrel monkeys;y;n;n;y;2;7;F
11790;4;3;16_12;squirrel monkeys;y;n;n;y;2;8;F
11791;4;3;16_12;squirrel monkeys;y;n;n;y;2;9;F
11792;4;3;16_12;squirrel monkeys;y;n;n;y;2;10;F
11793;4;3;16_12;squirrel monkeys;y;n;n;y;2;11;F
11794;4;3;16_12;squirrel monkeys;y;n;n;y;2;12;F
11795;4;3;16_12;squirrel monkeys;y;n;n;y;2;13;F
11796;4;3;16_12;squirrel monkeys;y;n;n;y;2;14;F
11797;4;3;16_12;squirrel monkeys;y;n;n;y;2;15;F
11798;4;3;16_12;squirrel monkeys;y;n;n;y;2;16;F
11799;4;3;16_12;squirrel monkeys;y;n;n;y;2;17;F
11800;4;3;16_12;squirrel monkeys;y;n;n;y;2;18;F
11801;4;3;16_12;squirrel monkeys;y;n;n;y;2;19;F
11802;4;3;16_12;squirrel monkeys;y;n;n;y;2;20;F
11803;4;3;16_12;squirrel monkeys;n;n;y;y;3;1;F
11804;4;3;16_12;squirrel monkeys;n;n;y;y;3;2;F
11805;4;3;16_12;squirrel monkeys;n;n;y;y;3;3;F
11806;4;3;16_12;squirrel monkeys;n;n;y;y;3;4;F
11807;4;3;16_12;squirrel monkeys;n;n;y;y;3;5;F
11808;4;3;16_12;squirrel monkeys;n;n;y;y;3;6;F
11809;4;3;16_12;squirrel monkeys;n;n;y;y;3;7;F
11810;4;3;16_12;squirrel monkeys;n;n;y;y;3;8;F
11811;4;3;16_12;squirrel monkeys;n;n;y;y;3;9;F
11812;4;3;16_12;squirrel monkeys;n;n;y;y;3;10;F
11813;4;3;16_12;squirrel monkeys;n;n;y;y;3;11;F
11814;4;3;16_12;squirrel monkeys;n;n;y;y;3;12;F
11815;4;3;16_12;squirrel monkeys;n;n;y;y;3;13;F
11816;4;3;16_12;squirrel monkeys;n;n;y;y;3;14;F
11817;4;3;16_12;squirrel monkeys;n;n;y;y;3;15;F
11818;4;3;16_12;squirrel monkeys;n;n;y;y;3;16;F
11819;4;3;16_12;squirrel monkeys;n;n;y;y;3;17;F
11820;4;3;16_12;squirrel monkeys;n;n;y;y;3;18;F
11821;4;3;16_12;squirrel monkeys;n;n;y;y;3;19;F
11822;4;3;16_12;squirrel monkeys;n;n;y;y;3;20;F
11823;4;3;16_12;squirrel monkeys;y;n;y;y;4;1;F
11824;4;3;16_12;squirrel monkeys;y;n;y;y;4;2;F
11825;4;3;16_12;squirrel monkeys;y;n;y;y;4;3;F
11826;4;3;16_12;squirrel monkeys;y;n;y;y;4;4;F
11827;4;3;16_12;squirrel monkeys;y;n;y;y;4;5;F
11828;4;3;16_12;squirrel monkeys;y;n;y;y;4;6;F
11829;4;3;16_12;squirrel monkeys;y;n;y;y;4;7;F
11830;4;3;16_12;squirrel monkeys;y;n;y;y;4;8;F
11831;4;3;16_12;squirrel monkeys;y;n;y;y;4;9;F
11832;4;3;16_12;squirrel monkeys;y;n;y;y;4;10;F
11833;4;3;16_12;squirrel monkeys;y;n;y;y;4;11;F
11834;4;3;16_12;squirrel monkeys;y;n;y;y;4;12;F
11835;4;3;16_12;squirrel monkeys;y;n;y;y;4;13;F
11836;4;3;16_12;squirrel monkeys;y;n;y;y;4;14;F
11837;4;3;16_12;squirrel monkeys;y;n;y;y;4;15;F
11838;4;3;16_12;squirrel monkeys;y;n;y;y;4;16;F
11839;4;3;16_12;squirrel monkeys;y;n;y;y;4;17;F
11840;4;3;16_12;squirrel monkeys;y;n;y;y;4;18;F
11841;4;3;16_12;squirrel monkeys;y;n;y;y;4;19;F
11842;4;3;16_12;squirrel monkeys;y;n;y;y;4;20;F
11843;4;3;16_13;squirrel monkeys;n;n;y;y;1;1;M
11844;4;3;16_13;squirrel monkeys;n;n;y;y;1;2;M
11845;4;3;16_13;squirrel monkeys;n;n;y;y;1;3;M
11846;4;3;16_13;squirrel monkeys;n;n;y;y;1;4;M
11847;4;3;16_13;squirrel monkeys;n;n;y;y;1;5;M
11848;4;3;16_13;squirrel monkeys;n;n;y;y;1;6;M
11849;4;3;16_13;squirrel monkeys;n;n;y;y;1;7;M
11850;4;3;16_13;squirrel monkeys;n;n;y;y;1;8;M
11851;4;3;16_13;squirrel monkeys;n;n;y;y;1;9;M
11852;4;3;16_13;squirrel monkeys;n;n;y;y;1;10;M
11853;4;3;16_13;squirrel monkeys;n;n;y;y;1;11;M
11854;4;3;16_13;squirrel monkeys;n;n;y;y;1;12;M
11855;4;3;16_13;squirrel monkeys;n;n;y;y;1;13;M
11856;4;3;16_13;squirrel monkeys;n;n;y;y;1;14;M
11857;4;3;16_13;squirrel monkeys;n;n;y;y;1;15;M
11858;4;3;16_13;squirrel monkeys;n;n;y;y;1;16;M
11859;4;3;16_13;squirrel monkeys;n;n;y;y;1;17;M
11860;4;3;16_13;squirrel monkeys;n;n;y;y;1;18;M
11861;4;3;16_13;squirrel monkeys;n;n;y;y;1;19;M
11862;4;3;16_13;squirrel monkeys;n;n;y;y;1;20;M
11863;4;3;16_13;squirrel monkeys;y;n;n;y;2;1;M
11864;4;3;16_13;squirrel monkeys;y;n;n;y;2;2;M
11865;4;3;16_13;squirrel monkeys;y;n;n;y;2;3;M
11866;4;3;16_13;squirrel monkeys;y;n;n;y;2;4;M
11867;4;3;16_13;squirrel monkeys;y;n;n;y;2;5;M
11868;4;3;16_13;squirrel monkeys;y;n;n;y;2;6;M
11869;4;3;16_13;squirrel monkeys;y;n;n;y;2;7;M
11870;4;3;16_13;squirrel monkeys;y;n;n;y;2;8;M
11871;4;3;16_13;squirrel monkeys;y;n;n;y;2;9;M
11872;4;3;16_13;squirrel monkeys;y;n;n;y;2;10;M
11873;4;3;16_13;squirrel monkeys;y;n;n;y;2;11;M
11874;4;3;16_13;squirrel monkeys;y;n;n;y;2;12;M
11875;4;3;16_13;squirrel monkeys;y;n;n;y;2;13;M
11876;4;3;16_13;squirrel monkeys;y;n;n;y;2;14;M
11877;4;3;16_13;squirrel monkeys;y;n;n;y;2;15;M
11878;4;3;16_13;squirrel monkeys;y;n;n;y;2;16;M
11879;4;3;16_13;squirrel monkeys;y;n;n;y;2;17;M
11880;4;3;16_13;squirrel monkeys;y;n;n;y;2;18;M
11881;4;3;16_13;squirrel monkeys;y;n;n;y;2;19;M
11882;4;3;16_13;squirrel monkeys;y;n;n;y;2;20;M
11883;4;3;16_13;squirrel monkeys;y;n;y;y;3;1;M
11884;4;3;16_13;squirrel monkeys;y;n;y;y;3;2;M
11885;4;3;16_13;squirrel monkeys;y;n;y;y;3;3;M
11886;4;3;16_13;squirrel monkeys;y;n;y;y;3;4;M
11887;4;3;16_13;squirrel monkeys;y;n;y;y;3;5;M
11888;4;3;16_13;squirrel monkeys;y;n;y;y;3;6;M
11889;4;3;16_13;squirrel monkeys;y;n;y;y;3;7;M
11890;4;3;16_13;squirrel monkeys;y;n;y;y;3;8;M
11891;4;3;16_13;squirrel monkeys;y;n;y;y;3;9;M
11892;4;3;16_13;squirrel monkeys;y;n;y;y;3;10;M
11893;4;3;16_13;squirrel monkeys;y;n;y;y;3;11;M
11894;4;3;16_13;squirrel monkeys;y;n;y;y;3;12;M
11895;4;3;16_13;squirrel monkeys;y;n;y;y;3;13;M
11896;4;3;16_13;squirrel monkeys;y;n;y;y;3;14;M
11897;4;3;16_13;squirrel monkeys;y;n;y;y;3;15;M
11898;4;3;16_13;squirrel monkeys;y;n;y;y;3;16;M
11899;4;3;16_13;squirrel monkeys;y;n;y;y;3;17;M
11900;4;3;16_13;squirrel monkeys;y;n;y;y;3;18;M
11901;4;3;16_13;squirrel monkeys;y;n;y;y;3;19;M
11902;4;3;16_13;squirrel monkeys;y;n;y;y;3;20;M
11903;4;3;16_13;squirrel monkeys;n;n;y;y;4;1;M
11904;4;3;16_13;squirrel monkeys;n;n;y;y;4;2;M
11905;4;3;16_13;squirrel monkeys;n;n;y;y;4;3;M
11906;4;3;16_13;squirrel monkeys;n;n;y;y;4;4;M
11907;4;3;16_13;squirrel monkeys;n;n;y;y;4;5;M
11908;4;3;16_13;squirrel monkeys;n;n;y;y;4;6;M
11909;4;3;16_13;squirrel monkeys;n;n;y;y;4;7;M
11910;4;3;16_13;squirrel monkeys;n;n;y;y;4;8;M
11911;4;3;16_13;squirrel monkeys;n;n;y;y;4;9;M
11912;4;3;16_13;squirrel monkeys;n;n;y;y;4;10;M
11913;4;3;16_13;squirrel monkeys;n;n;y;y;4;11;M
11914;4;3;16_13;squirrel monkeys;n;n;y;y;4;12;M
11915;4;3;16_13;squirrel monkeys;n;n;y;y;4;13;M
11916;4;3;16_13;squirrel monkeys;n;n;y;y;4;14;M
11917;4;3;16_13;squirrel monkeys;n;n;y;y;4;15;M
11918;4;3;16_13;squirrel monkeys;n;n;y;y;4;16;M
11919;4;3;16_13;squirrel monkeys;n;n;y;y;4;17;M
11920;4;3;16_13;squirrel monkeys;n;n;y;y;4;18;M
11921;4;3;16_13;squirrel monkeys;n;n;y;y;4;19;M
11922;4;3;16_13;squirrel monkeys;n;n;y;y;4;20;M
11923;4;3;16_14;squirrel monkeys;y;n;n;y;1;1;M
11924;4;3;16_14;squirrel monkeys;y;n;n;y;1;2;M
11925;4;3;16_14;squirrel monkeys;y;n;n;y;1;3;M
11926;4;3;16_14;squirrel monkeys;y;n;n;y;1;4;M
11927;4;3;16_14;squirrel monkeys;y;n;n;y;1;5;M
11928;4;3;16_14;squirrel monkeys;y;n;n;y;1;6;M
11929;4;3;16_14;squirrel monkeys;y;n;n;y;1;7;M
11930;4;3;16_14;squirrel monkeys;y;n;n;y;1;8;M
11931;4;3;16_14;squirrel monkeys;y;n;n;y;1;9;M
11932;4;3;16_14;squirrel monkeys;y;n;n;y;1;10;M
11933;4;3;16_14;squirrel monkeys;y;n;n;y;1;11;M
11934;4;3;16_14;squirrel monkeys;y;n;n;y;1;12;M
11935;4;3;16_14;squirrel monkeys;y;n;n;y;1;13;M
11936;4;3;16_14;squirrel monkeys;y;n;n;y;1;14;M
11937;4;3;16_14;squirrel monkeys;y;n;n;y;1;15;M
11938;4;3;16_14;squirrel monkeys;y;n;n;y;1;16;M
11939;4;3;16_14;squirrel monkeys;y;n;n;y;1;17;M
11940;4;3;16_14;squirrel monkeys;y;n;n;y;1;18;M
11941;4;3;16_14;squirrel monkeys;y;n;n;y;1;19;M
11942;4;3;16_14;squirrel monkeys;y;n;n;y;1;20;M
11943;4;3;16_14;squirrel monkeys;y;n;y;y;2;1;M
11944;4;3;16_14;squirrel monkeys;y;n;y;y;2;2;M
11945;4;3;16_14;squirrel monkeys;y;n;y;y;2;3;M
11946;4;3;16_14;squirrel monkeys;y;n;y;y;2;4;M
11947;4;3;16_14;squirrel monkeys;y;n;y;y;2;5;M
11948;4;3;16_14;squirrel monkeys;y;n;y;y;2;6;M
11949;4;3;16_14;squirrel monkeys;y;n;y;y;2;7;M
11950;4;3;16_14;squirrel monkeys;y;n;y;y;2;8;M
11951;4;3;16_14;squirrel monkeys;y;n;y;y;2;9;M
11952;4;3;16_14;squirrel monkeys;y;n;y;y;2;10;M
11953;4;3;16_14;squirrel monkeys;y;n;y;y;2;11;M
11954;4;3;16_14;squirrel monkeys;y;n;y;y;2;12;M
11955;4;3;16_14;squirrel monkeys;y;n;y;y;2;13;M
11956;4;3;16_14;squirrel monkeys;y;n;y;y;2;14;M
11957;4;3;16_14;squirrel monkeys;y;n;y;y;2;15;M
11958;4;3;16_14;squirrel monkeys;y;n;y;y;2;16;M
11959;4;3;16_14;squirrel monkeys;y;n;y;y;2;17;M
11960;4;3;16_14;squirrel monkeys;y;n;y;y;2;18;M
11961;4;3;16_14;squirrel monkeys;y;n;y;y;2;19;M
11962;4;3;16_14;squirrel monkeys;y;n;y;y;2;20;M
11963;4;3;16_14;squirrel monkeys;n;n;y;y;3;1;M
11964;4;3;16_14;squirrel monkeys;n;n;y;y;3;2;M
11965;4;3;16_14;squirrel monkeys;n;n;y;y;3;3;M
11966;4;3;16_14;squirrel monkeys;n;n;y;y;3;4;M
11967;4;3;16_14;squirrel monkeys;n;n;y;y;3;5;M
11968;4;3;16_14;squirrel monkeys;n;n;y;y;3;6;M
11969;4;3;16_14;squirrel monkeys;n;n;y;y;3;7;M
11970;4;3;16_14;squirrel monkeys;n;n;y;y;3;8;M
11971;4;3;16_14;squirrel monkeys;n;n;y;y;3;9;M
11972;4;3;16_14;squirrel monkeys;n;n;y;y;3;10;M
11973;4;3;16_14;squirrel monkeys;n;n;y;y;3;11;M
11974;4;3;16_14;squirrel monkeys;n;n;y;y;3;12;M
11975;4;3;16_14;squirrel monkeys;n;n;y;y;3;13;M
11976;4;3;16_14;squirrel monkeys;n;n;y;y;3;14;M
11977;4;3;16_14;squirrel monkeys;n;n;y;y;3;15;M
11978;4;3;16_14;squirrel monkeys;n;n;y;y;3;16;M
11979;4;3;16_14;squirrel monkeys;n;n;y;y;3;17;M
11980;4;3;16_14;squirrel monkeys;n;n;y;y;3;18;M
11981;4;3;16_14;squirrel monkeys;n;n;y;y;3;19;M
11982;4;3;16_14;squirrel monkeys;n;n;y;y;3;20;M
11983;4;3;16_14;squirrel monkeys;n;n;y;y;4;1;M
11984;4;3;16_14;squirrel monkeys;n;n;y;y;4;2;M
11985;4;3;16_14;squirrel monkeys;n;n;y;y;4;3;M
11986;4;3;16_14;squirrel monkeys;n;n;y;y;4;4;M
11987;4;3;16_14;squirrel monkeys;n;n;y;y;4;5;M
11988;4;3;16_14;squirrel monkeys;n;n;y;y;4;6;M
11989;4;3;16_14;squirrel monkeys;n;n;y;y;4;7;M
11990;4;3;16_14;squirrel monkeys;n;n;y;y;4;8;M
11991;4;3;16_14;squirrel monkeys;n;n;y;y;4;9;M
11992;4;3;16_14;squirrel monkeys;n;n;y;y;4;10;M
11993;4;3;16_14;squirrel monkeys;n;n;y;y;4;11;M
11994;4;3;16_14;squirrel monkeys;n;n;y;y;4;12;M
11995;4;3;16_14;squirrel monkeys;n;n;y;y;4;13;M
11996;4;3;16_14;squirrel monkeys;n;n;y;y;4;14;M
11997;4;3;16_14;squirrel monkeys;n;n;y;y;4;15;M
11998;4;3;16_14;squirrel monkeys;n;n;y;y;4;16;M
11999;4;3;16_14;squirrel monkeys;n;n;y;y;4;17;M
12000;4;3;16_14;squirrel monkeys;n;n;y;y;4;18;M
12001;4;3;16_14;squirrel monkeys;n;n;y;y;4;19;M
12002;4;3;16_14;squirrel monkeys;n;n;y;y;4;20;M
12003;5;1;777_1;orangs;y;n;y;y;1;1;F
12004;5;1;777_1;orangs;y;n;y;y;1;2;F
12005;5;1;777_1;orangs;y;n;y;y;1;3;F
12006;5;1;777_1;orangs;y;n;y;y;1;4;F
12007;5;1;777_1;orangs;y;n;y;y;1;5;F
12008;5;1;777_1;orangs;y;n;y;y;1;6;F
12009;5;1;777_1;orangs;y;n;y;y;1;7;F
12010;5;1;777_1;orangs;y;n;y;y;1;8;F
12011;5;1;777_1;orangs;y;n;y;y;1;9;F
12012;5;1;777_1;orangs;y;n;y;y;1;10;F
12013;5;1;777_1;orangs;y;n;y;y;1;11;F
12014;5;1;777_1;orangs;y;n;y;y;1;12;F
12015;5;1;777_1;orangs;y;n;y;y;1;13;F
